"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Dust - Paved Road Dust","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","1406.18","TON"
"Waste Disposal","MA","25","Plymouth","023","Nitrogen Oxides","CAP","1390.187416","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Middlesex","017","Carbon Monoxide","CAP","1383.566246252","TON"
"Waste Disposal","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP","1365.65058","TON"
"Fires - Wildfires","MA","25","Plymouth","023","Carbon Dioxide","GHG","1357.618401","TON"
"Waste Disposal","MA","25","Hampshire","015","Carbon Monoxide","CAP","1354.6745","TON"
"Mobile - Commercial Marine Vessels","MA","25","Middlesex","017","Nitrogen Oxides","CAP","1351.310260258","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Nantucket","019","Carbon Dioxide","GHG","1345.411023","TON"
"Dust - Paved Road Dust","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","1342.46","TON"
"Biogenics - Vegetation and Soil","MA","25","Middlesex","017","Carbon Monoxide","CAP","1330.87","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Carbon Dioxide","GHG","1322.527536","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Middlesex","017","Carbon Monoxide","CAP","1317.7745294","TON"
"Biogenics - Vegetation and Soil","MA","25","Franklin","011","Carbon Monoxide","CAP","1315.58","TON"
"Biogenics - Vegetation and Soil","MA","25","Plymouth","023","Carbon Monoxide","CAP","1309.36","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Bristol","005","Sulfur Dioxide","CAP","1306.83","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Middlesex","017","Nitrogen Oxides","CAP","1305.47","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Worcester","027","Carbon Monoxide","CAP","1304.5622011606","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Suffolk","025","Nitrogen Oxides","CAP","1295.67623249588000000550984","TON"
"Waste Disposal","MA","25","Berkshire","003","Carbon Monoxide","CAP","1290.8563","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Norfolk","021","Volatile Organic Compounds","CAP","1268.02302","TON"
"Waste Disposal","MA","25","Worcester","027","Nitrogen Oxides","CAP","1262.40088","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Essex","009","Nitrogen Oxides","CAP","1258.758891492000000000804523","TON"
"Mobile - Commercial Marine Vessels","MA","25","Bristol","005","Carbon Monoxide","CAP","1255.967137981","TON"
"Biogenics - Vegetation and Soil","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","1245.06","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Middlesex","017","Nitrogen Oxides","CAP","1244.6826","TON"
"Fires - Wildfires","MA","25","Barnstable","001","Carbon Dioxide","GHG","1234.843307","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Bristol","005","Nitrogen Oxides","CAP","1225.19397","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Essex","009","Sulfur Dioxide","CAP","1222","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Suffolk","025","Carbon Monoxide","CAP","1215.84489913251000000225712","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","1200.79778","TON"
"Biogenics - Vegetation and Soil","MA","25","Berkshire","003","Carbon Monoxide","CAP","1194.24","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Bristol","005","Volatile Organic Compounds","CAP","1189.93981","TON"
"Fuel Comb - Residential - Oil","MA","25","Middlesex","017","Nitrogen Oxides","CAP","1168.22776","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Dukes","007","Carbon Monoxide","CAP","1163.5944265","TON"
"Gas Stations","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","1146.802546","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Norfolk","021","Nitrogen Oxides","CAP","1143.9045494571","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","1131.70584040958400028521153033","TON"
"Solvent - Degreasing","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","1119.4651","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Middlesex","017","Carbon Monoxide","CAP","1118.52674","TON"
"Dust - Construction Dust","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","1099.68454","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampden","013","Volatile Organic Compounds","CAP","1097.513510109110000279679352","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Plymouth","023","Nitrogen Oxides","CAP","1087.901613289","TON"
"Waste Disposal","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP","1063.73347","TON"
"Waste Disposal","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","1055.076159","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Hampden","013","Volatile Organic Compounds","CAP","1046.08019","TON"
"Waste Disposal","MA","25","Barnstable","001","Carbon Monoxide","CAP","1044.06109","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Worcester","027","Carbon Monoxide","CAP","1043.063359","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Plymouth","023","Nitrogen Oxides","CAP","1042.56641","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Barnstable","001","Nitrogen Oxides","CAP","1040.9295453","TON"
"Fires - Wildfires","MA","25","Berkshire","003","Carbon Dioxide","GHG","1039.055585","TON"
"Solvent - Non-Industrial Surface Coating","MA","25","Worcester","027","Volatile Organic Compounds","CAP","1032.79","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Barnstable","001","Volatile Organic Compounds","CAP","1018.5065732","TON"
"Dust - Paved Road Dust","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","1011.98","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Middlesex","017","Carbon Monoxide","CAP","1000.4536","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Suffolk","025","Nitrogen Oxides","CAP","998.38006","TON"
"Mobile - Aircraft","MA","25","Barnstable","001","Carbon Monoxide","CAP","994.34816581","TON"
"Fuel Comb - Residential - Wood","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","977.29926","TON"
"Solvent - Non-Industrial Surface Coating","MA","25","Essex","009","Volatile Organic Compounds","CAP","976.438","TON"
"Solvent - Non-Industrial Surface Coating","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","974.106","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Bristol","005","Carbon Monoxide","CAP","968.171856117","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Barnstable","001","Volatile Organic Compounds","CAP","963.628252","TON"
"Biogenics - Vegetation and Soil","MA","25","Hampden","013","Carbon Monoxide","CAP","953.555","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP","946.9808454","TON"
"Fuel Comb - Residential - Wood","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","944.235863752","TON"
"Biogenics - Vegetation and Soil","MA","25","Hampshire","015","Carbon Monoxide","CAP","943.106","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Middlesex","017","Carbon Monoxide","CAP","939.318","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Bristol","005","Carbon Monoxide","CAP","921.48","TON"
"Mobile - Commercial Marine Vessels","MA","25","Plymouth","023","Nitrogen Oxides","CAP","919.975168192","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Bristol","005","Nitrogen Oxides","CAP","919.055054332","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Worcester","027","Carbon Monoxide","CAP","913.998373491","TON"
"Fires - Prescribed Fires","MA","25","Nantucket","019","Carbon Dioxide","GHG","913.008","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Hampden","013","Nitrogen Oxides","CAP","910.480586","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","908.24335","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Suffolk","025","Sulfur Dioxide","CAP","907.7495","TON"
"Waste Disposal","MA","25","Worcester","027","Volatile Organic Compounds","CAP","900.45146","TON"
"Dust - Construction Dust","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","899.94483","TON"
"Biogenics - Vegetation and Soil","MA","25","Barnstable","001","Carbon Monoxide","CAP","899.43","TON"
"Fuel Comb - Residential - Wood","MA","25","Suffolk","025","Carbon Monoxide","CAP","892.23617","TON"
"Fuel Comb - Residential - Oil","MA","25","Worcester","027","Sulfur Dioxide","CAP","890.88034","TON"
"Dust - Unpaved Road Dust","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","887.996","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Norfolk","021","Carbon Monoxide","CAP","885.8751870975","TON"
"Biogenics - Vegetation and Soil","MA","25","Essex","009","Carbon Monoxide","CAP","884.882","TON"
"Solvent - Non-Industrial Surface Coating","MA","25","Norfolk","021","Volatile Organic Compounds","CAP","878.886","TON"
"Mobile - Locomotives","MA","25","Middlesex","017","Nitrogen Oxides","CAP","869.8891","TON"
"Fuel Comb - Residential - Oil","MA","25","Suffolk","025","Sulfur Dioxide","CAP","861.689","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Dukes","007","Volatile Organic Compounds","CAP","858.065910551220000278087881874","TON"
"Industrial Processes - Storage and Transfer","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","854.7326","TON"
"Waste Disposal","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","852.1128792","TON"
"Dust - Paved Road Dust","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","849.481","TON"
"Industrial Processes - Storage and Transfer","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","845.47755","TON"
"Fuel Comb - Residential - Wood","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP","842.45385","TON"
"Biogenics - Vegetation and Soil","MA","25","Bristol","005","Carbon Monoxide","CAP","842.068","TON"
"Dust - Paved Road Dust","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","840.643","TON"
"Fuel Comb - Residential - Wood","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP","838.78385","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Essex","009","Carbon Monoxide","CAP","833.27201","TON"
"Fuel Comb - Residential - Oil","MA","25","Essex","009","Sulfur Dioxide","CAP","833.1637","TON"
"Biogenics - Vegetation and Soil","MA","25","Nantucket","019","Volatile Organic Compounds","CAP","825.202","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Barnstable","001","Nitrogen Oxides","CAP","819.662193357100000000804523","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Suffolk","025","Nitrogen Oxides","CAP","819.418745","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Plymouth","023","Carbon Monoxide","CAP","808.093092","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Dukes","007","Carbon Dioxide","GHG","800.352","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Hampden","013","Carbon Monoxide","CAP","796.917257685","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Middlesex","017","Nitrogen Oxides","CAP","796.5986","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Nantucket","019","Carbon Monoxide","CAP","776.66370234","TON"
"Dust - Construction Dust","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","772.79971","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Norfolk","021","Nitrogen Oxides","CAP","767.110689","TON"
"Fuel Comb - Residential - Wood","MA","25","Hampden","013","Volatile Organic Compounds","CAP","764.087176","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Barnstable","001","Nitrogen Oxides","CAP","757.3198291718220000123294981","TON"
"Fuel Comb - Residential - Wood","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","755.15237","TON"
"Fuel Comb - Residential - Wood","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","755.15237","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Worcester","027","Carbon Monoxide","CAP","750.38588","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Worcester","027","Nitrogen Oxides","CAP","746.58949","TON"
"Fires - Wildfires","MA","25","Bristol","005","Carbon Dioxide","GHG","745.283415","TON"
"Fuel Comb - Residential - Oil","MA","25","Norfolk","021","Sulfur Dioxide","CAP","738.88795","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","735.37552","TON"
"Mobile - Locomotives","MA","25","Worcester","027","Nitrogen Oxides","CAP","723.883","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Bristol","005","Nitrogen Oxides","CAP","704.155","TON"
"Solvent - Non-Industrial Surface Coating","MA","25","Bristol","005","Volatile Organic Compounds","CAP","703.605","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Essex","009","Nitrogen Oxides","CAP","702.823613","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Barnstable","001","Sulfur Dioxide","CAP","700.0271","TON"
"Fires - Wildfires","MA","25","Hampshire","015","Carbon Dioxide","GHG","696.953877","TON"
"Fuel Comb - Residential - Wood","MA","25","Essex","009","Volatile Organic Compounds","CAP","694.448501","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Worcester","027","Nitrogen Oxides","CAP","694.119","TON"
"Fuel Comb - Residential - Wood","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","689.70727","TON"
"Fuel Comb - Residential - Wood","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","689.70727","TON"
"Dust - Unpaved Road Dust","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","688.648","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Suffolk","025","Nitrogen Oxides","CAP","671.375","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Essex","009","Carbon Monoxide","CAP","670.6786908","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","MA","25","Hampden","013","Sulfur Dioxide","CAP","668.179","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Bristol","005","Carbon Monoxide","CAP","667.586983","TON"
"Biogenics - Vegetation and Soil","MA","25","Norfolk","021","Carbon Monoxide","CAP","664.805","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","660.5728884","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Norfolk","021","Carbon Monoxide","CAP","658.5616","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Middlesex","017","Nitrogen Oxides","CAP","653.7321901980000000123177","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Worcester","027","Carbon Monoxide","CAP","652.70831","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Essex","009","Nitrogen Oxides","CAP","649.15","TON"
"Bulk Gasoline Terminals","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","647.428","TON"
"Mobile - Locomotives","MA","25","Suffolk","025","Nitrogen Oxides","CAP","643.84333","TON"
"Solvent - Non-Industrial Surface Coating","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","643.715","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Hampshire","015","Nitrogen Oxides","CAP","643.1676582","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Essex","009","Carbon Monoxide","CAP","632.345426730000000000570563","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Suffolk","025","Carbon Monoxide","CAP","631.8130895937","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Suffolk","025","Carbon Monoxide","CAP","629.6417872","TON"
"Fuel Comb - Residential - Oil","MA","25","Bristol","005","Sulfur Dioxide","CAP","626.12388","TON"
"Mobile - Aircraft","MA","25","Nantucket","019","Carbon Monoxide","CAP","626.0512863","TON"
"Dust - Paved Road Dust","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP","622.226","TON"
"Fuel Comb - Residential - Oil","MA","25","Worcester","027","Nitrogen Oxides","CAP","621.14768","TON"
"Gas Stations","MA","25","Worcester","027","Volatile Organic Compounds","CAP","620.4552361","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Berkshire","003","Volatile Organic Compounds","CAP","618.4826401","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Suffolk","025","Nitrogen Oxides","CAP","615.1582","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Norfolk","021","Carbon Monoxide","CAP","609.8526547805","TON"
"Dust - Paved Road Dust","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","607.046","TON"
"Commercial Cooking","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP","606.63025","TON"
"Mobile - Locomotives","MA","25","Norfolk","021","Nitrogen Oxides","CAP","606.081043","TON"
"Fires - Wildfires","MA","25","Worcester","027","Carbon Monoxide","CAP","604.649972","TON"
"Fuel Comb - Residential - Oil","MA","25","Suffolk","025","Nitrogen Oxides","CAP","600.79424","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Hampden","013","Nitrogen Oxides","CAP","597.696255381","TON"
"Solvent - Non-Industrial Surface Coating","MA","25","Hampden","013","Volatile Organic Compounds","CAP","594.377","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Norfolk","021","Carbon Monoxide","CAP","593.3234048","TON"
"Solvent - Degreasing","MA","25","Worcester","027","Volatile Organic Compounds","CAP","592.9615","TON"
"Mobile - Aircraft","MA","25","Worcester","027","Carbon Monoxide","CAP","589.43279614","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Berkshire","003","Volatile Organic Compounds","CAP","584.620335","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Worcester","027","Carbon Monoxide","CAP","581.1323","TON"
"Fuel Comb - Residential - Oil","MA","25","Essex","009","Nitrogen Oxides","CAP","580.90546","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Berkshire","003","Nitrogen Oxides","CAP","578.9296159","TON"
"Mobile - Locomotives","MA","25","Essex","009","Nitrogen Oxides","CAP","577.3982","TON"
